,ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group,Loan_Approved,CreditScore_Group,Suspicious
6460,6461,Female,Black,70,Over 60,165366,680,108587,Full-time,Some College,Visa Holder,Fluent,No,No,Urban Professional,0,Good,True
8607,8608,Female,Black,28,25-60,164680,680,96696,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban,0,Good,True
6899,6900,Male,Hispanic,29,25-60,39198,680,127389,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,1,Good,True
3968,3969,Male,Hispanic,38,25-60,25572,680,52267,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Good,True
374,375,Female,White,27,25-60,158035,679,403850,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,0,Good,True
1195,1196,Male,White,78,Over 60,159114,679,52450,Gig,High School,Citizen,Fluent,No,No,Rural,0,Good,True
4386,4387,Female,Black,31,25-60,31773,678,91429,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Good,True
8408,8409,Female,White,78,Over 60,44125,678,119572,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Good,True
6859,6860,Male,Native American,69,Over 60,167575,678,438652,Self-employed,High School,Permanent Resident,Limited,No,No,Historically Redlined,0,Good,True
7151,7152,Female,Asian,27,25-60,162500,678,114319,Full-time,Graduate,Citizen,Limited,No,No,Urban Professional,0,Good,True
3643,3644,Male,Hispanic,46,25-60,33454,678,257934,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,1,Good,True
9221,9222,Male,Black,26,25-60,167670,678,449391,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Good,True
1444,1445,Female,Hispanic,67,Over 60,162312,675,224118,Full-time,Graduate,Citizen,Fluent,No,Yes,High-income Suburban,0,Good,True
6580,6581,Female,Hispanic,42,25-60,166537,675,409696,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,0,Good,True
6623,6624,Male,Hispanic,42,25-60,164171,675,192932,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Working Class Urban,0,Good,True
1542,1543,Female,Asian,25,25-60,43138,675,81640,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,1,Good,True
8185,8186,Female,White,29,25-60,170866,675,263094,Full-time,High School,Citizen,Limited,No,No,Urban Professional,0,Good,True
6752,6753,Male,Asian,48,25-60,44428,675,395958,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,1,Good,True
6890,6891,Male,White,18,Under 25,46986,674,185950,Self-employed,Graduate,Citizen,Fluent,No,Yes,Historically Redlined,1,Good,True
811,812,Female,White,61,Over 60,41373,673,365956,Full-time,Some College,Citizen,Fluent,No,No,Rural,1,Good,True
6801,6802,Male,Black,53,25-60,160165,673,416799,Self-employed,High School,Citizen,Fluent,No,No,Urban Professional,0,Good,True
1408,1409,Male,Asian,54,25-60,165359,673,301453,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Good,True
4134,4135,Female,White,29,25-60,33561,673,78592,Full-time,Some College,Citizen,Fluent,No,No,Rural,1,Good,True
4580,4581,Female,White,19,Under 25,162063,673,400929,Full-time,High School,Citizen,Fluent,No,Yes,Working Class Urban,0,Good,True
7196,7197,Male,Black,29,25-60,43921,672,389856,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,1,Good,True
7363,7364,Female,Hispanic,82,Over 60,158262,672,61385,Full-time,High School,Citizen,Fluent,No,No,Rural,0,Good,True
8484,8485,Female,White,42,25-60,33623,671,175501,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Good,True
4853,4854,Female,White,41,25-60,162416,671,253036,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Good,True
1748,1749,Male,White,63,Over 60,39083,671,389193,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,1,Good,True
4716,4717,Female,Asian,75,Over 60,161497,671,386961,Gig,High School,Citizen,Fluent,No,No,Rural,0,Good,True
9776,9777,Male,White,44,25-60,170463,671,202737,Full-time,High School,Permanent Resident,Fluent,No,No,High-income Suburban,0,Good,True
263,264,Female,White,69,Over 60,168168,670,377280,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Good,True
8015,8016,Female,Hispanic,34,25-60,155881,670,376469,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Good,True
3861,3862,Male,Hispanic,49,25-60,155377,669,119958,Full-time,Graduate,Citizen,Fluent,No,Yes,High-income Suburban,0,Fair,True
9528,9529,Male,Hispanic,48,25-60,159057,669,56128,Part-time,Bachelor's,Citizen,Limited,Yes,No,Urban Professional,0,Fair,True
8661,8662,Male,White,80,Over 60,163711,669,396235,Full-time,High School,Citizen,Limited,No,No,Working Class Urban,0,Fair,True
3221,3222,Female,White,57,25-60,27037,669,158404,Full-time,Graduate,Citizen,Fluent,Yes,No,Urban Professional,1,Fair,True
2494,2495,Female,Hispanic,20,Under 25,172253,669,307951,Full-time,High School,Citizen,Fluent,No,Yes,High-income Suburban,0,Fair,True
5116,5117,Male,White,76,Over 60,169816,668,287744,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Fair,True
8988,8989,Female,White,82,Over 60,46293,668,187424,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Rural,1,Fair,True
9004,9005,Male,Hispanic,32,25-60,161554,668,350578,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
1722,1723,Female,Hispanic,77,Over 60,157359,668,382872,Full-time,High School,Permanent Resident,Fluent,No,No,Urban Professional,0,Fair,True
3605,3606,Male,White,18,Under 25,170410,667,302997,Part-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
8251,8252,Male,Asian,31,25-60,34873,667,143613,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Fair,True
3841,3842,Female,Multiracial,46,25-60,170959,666,445955,Full-time,High School,Citizen,Fluent,No,No,Rural,0,Fair,True
8954,8955,Male,Hispanic,53,25-60,161429,666,379024,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
7290,7291,Male,Black,82,Over 60,171390,666,417535,Full-time,High School,Citizen,Limited,No,Yes,Rural,0,Fair,True
7441,7442,Male,Asian,77,Over 60,26763,665,186677,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban,1,Fair,True
7774,7775,Non-binary,White,22,Under 25,45038,665,231417,Gig,Graduate,Permanent Resident,Fluent,No,No,Urban Professional,1,Fair,True
7955,7956,Male,Asian,56,25-60,163618,665,102362,Full-time,Some College,Citizen,Fluent,No,No,Rural,0,Fair,True
1505,1506,Female,Hispanic,75,Over 60,156569,665,125475,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
1,2,Female,White,36,25-60,155943,664,441856,Self-employed,High School,Permanent Resident,Limited,No,No,Urban Professional,0,Fair,True
1902,1903,Female,White,25,25-60,172438,664,147053,Gig,High School,Citizen,Fluent,Yes,No,Working Class Urban,0,Fair,True
3736,3737,Male,White,29,25-60,174646,664,293461,Full-time,Some College,Citizen,Limited,Yes,No,Rural,0,Fair,True
8829,8830,Male,White,20,Under 25,159000,664,236681,Part-time,High School,Citizen,Fluent,No,No,Historically Redlined,0,Fair,True
3043,3044,Male,Black,67,Over 60,161492,663,260478,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Working Class Urban,0,Fair,True
6789,6790,Female,White,72,Over 60,163979,663,425797,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
8255,8256,Female,Hispanic,34,25-60,165302,663,352974,Part-time,Bachelor's,Permanent Resident,Fluent,No,No,Working Class Urban,0,Fair,True
6459,6460,Male,Black,62,Over 60,171155,662,253138,Gig,Graduate,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
2549,2550,Female,White,75,Over 60,166373,662,285697,Full-time,Graduate,Citizen,Fluent,No,No,Rural,0,Fair,True
3936,3937,Male,White,75,Over 60,172848,662,366370,Full-time,Bachelor's,Permanent Resident,Limited,No,No,High-income Suburban,0,Fair,True
3410,3411,Female,White,76,Over 60,161867,662,96385,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
6579,6580,Female,Black,25,25-60,30579,661,371311,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Fair,True
586,587,Female,White,70,Over 60,162981,661,295396,Self-employed,High School,Citizen,Limited,No,No,Urban Professional,0,Fair,True
532,533,Female,White,76,Over 60,33749,660,187659,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Rural,1,Fair,True
2709,2710,Female,White,82,Over 60,25861,660,80557,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
5712,5713,Female,Black,36,25-60,162363,660,211895,Part-time,Bachelor's,Citizen,Fluent,No,No,Rural,0,Fair,True
899,900,Male,Hispanic,32,25-60,164801,659,344262,Part-time,High School,Citizen,Fluent,No,Yes,Urban Professional,0,Fair,True
5875,5876,Male,Hispanic,62,Over 60,162302,659,325582,Part-time,Bachelor's,Citizen,Fluent,No,No,Rural,0,Fair,True
5265,5266,Female,White,65,Over 60,40247,659,162340,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
3224,3225,Male,Black,35,25-60,170390,659,316578,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,0,Fair,True
4911,4912,Female,White,25,25-60,40847,658,298174,Self-employed,High School,Citizen,Fluent,No,No,Urban Professional,1,Fair,True
3809,3810,Non-binary,Black,63,Over 60,158986,658,415829,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
2059,2060,Male,White,29,25-60,174084,657,333740,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
5518,5519,Male,Asian,78,Over 60,161987,657,416469,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
6187,6188,Female,Hispanic,45,25-60,166212,657,179790,Gig,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
7648,7649,Female,Asian,26,25-60,163670,657,94981,Self-employed,Bachelor's,Visa Holder,Fluent,No,No,Urban Professional,0,Fair,True
1697,1698,Male,White,46,25-60,30592,657,139798,Part-time,Graduate,Permanent Resident,Fluent,No,No,High-income Suburban,1,Fair,True
297,298,Female,White,55,25-60,163591,657,327161,Full-time,High School,Citizen,Fluent,Yes,No,Urban Professional,0,Fair,True
8258,8259,Male,White,31,25-60,30011,657,98722,Part-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,1,Fair,True
1380,1381,Female,White,37,25-60,172150,657,447650,Self-employed,Some College,Citizen,Limited,No,Yes,High-income Suburban,0,Fair,True
1802,1803,Female,White,60,25-60,166234,657,361399,Full-time,High School,Permanent Resident,Fluent,No,No,Urban Professional,0,Fair,True
7734,7735,Female,White,40,25-60,155875,657,419962,Full-time,Some College,Citizen,Fluent,Yes,Yes,Rural,0,Fair,True
8118,8119,Male,White,36,25-60,167262,656,437217,Gig,High School,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
2593,2594,Male,White,55,25-60,166071,656,216557,Self-employed,Some College,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
990,991,Male,Hispanic,49,25-60,170619,655,146362,Full-time,Bachelor's,Permanent Resident,Limited,No,No,High-income Suburban,0,Fair,True
2707,2708,Male,White,52,25-60,155490,655,430079,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
6661,6662,Male,White,62,Over 60,41633,655,220100,Gig,High School,Citizen,Fluent,No,No,Rural,1,Fair,True
4783,4784,Female,White,55,25-60,43116,655,172985,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
687,688,Female,Black,69,Over 60,29604,655,239057,Self-employed,Bachelor's,Visa Holder,Fluent,No,No,High-income Suburban,1,Fair,True
2015,2016,Male,White,40,25-60,32000,655,419233,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
9173,9174,Male,White,40,25-60,164515,655,180782,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,0,Fair,True
1840,1841,Female,White,32,25-60,161427,654,142154,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Fair,True
519,520,Male,White,76,Over 60,173470,654,197021,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Historically Redlined,0,Fair,True
3092,3093,Female,White,54,25-60,43724,654,257244,Full-time,Some College,Visa Holder,Fluent,No,No,Working Class Urban,1,Fair,True
4907,4908,Female,Hispanic,67,Over 60,170801,654,126438,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
9710,9711,Female,Multiracial,64,Over 60,41471,653,381949,Part-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,1,Fair,True
9176,9177,Female,Asian,75,Over 60,167103,653,328798,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
445,446,Female,Hispanic,21,Under 25,174473,653,59488,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,0,Fair,True
834,835,Female,White,43,25-60,157577,652,333015,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
9002,9003,Female,White,62,Over 60,166172,652,154436,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Working Class Urban,0,Fair,True
9161,9162,Female,White,61,Over 60,154003,651,138425,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
1476,1477,Female,Black,43,25-60,27805,650,433722,Part-time,Bachelor's,Citizen,Limited,No,No,Urban Professional,1,Fair,True
8290,8291,Male,White,70,Over 60,172093,650,357600,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
5457,5458,Male,Hispanic,65,Over 60,160831,650,116952,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
7326,7327,Female,White,79,Over 60,156263,649,93387,Full-time,Graduate,Permanent Resident,Fluent,No,No,Working Class Urban,0,Fair,True
7345,7346,Male,White,50,25-60,35197,649,176004,Full-time,Some College,Permanent Resident,Fluent,No,No,Urban Professional,1,Fair,True
601,602,Male,White,52,25-60,158191,649,190170,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
72,73,Female,White,51,25-60,154269,649,75612,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
8090,8091,Female,Hispanic,67,Over 60,31074,648,176481,Full-time,High School,Permanent Resident,Fluent,No,No,Working Class Urban,1,Fair,True
1171,1172,Female,White,21,Under 25,163767,648,348402,Full-time,Bachelor's,Citizen,Fluent,No,Yes,High-income Suburban,0,Fair,True
8538,8539,Female,White,40,25-60,173352,648,366215,Self-employed,Graduate,Citizen,Fluent,Yes,No,High-income Suburban,0,Fair,True
3722,3723,Male,White,37,25-60,164427,647,447097,Full-time,Bachelor's,Visa Holder,Fluent,Yes,Yes,Working Class Urban,0,Fair,True
2945,2946,Female,White,32,25-60,32769,647,88644,Part-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,1,Fair,True
8280,8281,Female,Black,66,Over 60,155224,647,123633,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
2432,2433,Male,White,50,25-60,27087,646,265879,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Fair,True
3987,3988,Female,White,25,25-60,173263,646,291067,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
6233,6234,Male,White,77,Over 60,158057,646,239409,Full-time,Graduate,Citizen,Fluent,Yes,No,Urban Professional,0,Fair,True
9211,9212,Female,White,27,25-60,33219,645,352237,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
7468,7469,Male,Black,64,Over 60,169344,645,108972,Full-time,High School,Citizen,Fluent,No,Yes,Rural,0,Fair,True
1299,1300,Male,White,36,25-60,170957,645,239311,Part-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban,0,Fair,True
298,299,Male,White,56,25-60,163141,644,269641,Part-time,Graduate,Permanent Resident,Fluent,Yes,No,Urban Professional,0,Fair,True
2292,2293,Female,White,21,Under 25,27944,644,280325,Full-time,Bachelor's,Citizen,Limited,No,No,Rural,1,Fair,True
3048,3049,Female,Black,78,Over 60,26845,644,193148,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
4613,4614,Female,Black,48,25-60,36961,643,439976,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,1,Fair,True
949,950,Female,White,62,Over 60,173910,643,398202,Full-time,Some College,Citizen,Fluent,No,Yes,Historically Redlined,0,Fair,True
2720,2721,Female,White,62,Over 60,153764,643,272867,Self-employed,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional,0,Fair,True
358,359,Male,Hispanic,37,25-60,25704,642,353569,Full-time,High School,Permanent Resident,Fluent,No,No,High-income Suburban,1,Fair,True
8336,8337,Male,White,60,25-60,29856,642,372795,Full-time,Graduate,Citizen,Limited,No,No,Working Class Urban,1,Fair,True
7123,7124,Female,White,19,Under 25,160667,642,391075,Full-time,Some College,Permanent Resident,Fluent,No,No,Working Class Urban,0,Fair,True
582,583,Male,White,62,Over 60,167655,641,225738,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
4015,4016,Female,Hispanic,38,25-60,155161,641,141088,Gig,Graduate,Citizen,Fluent,No,No,Historically Redlined,0,Fair,True
9899,9900,Male,White,20,Under 25,30097,640,405696,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,1,Fair,True
7299,7300,Female,White,51,25-60,160169,640,156613,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
8832,8833,Male,Black,18,Under 25,33409,640,372963,Self-employed,Some College,Citizen,Fluent,No,No,Historically Redlined,1,Fair,True
1399,1400,Male,White,36,25-60,172380,640,238823,Full-time,High School,Visa Holder,Fluent,No,No,Urban Professional,0,Fair,True
8738,8739,Male,White,82,Over 60,174790,640,320346,Full-time,High School,Citizen,Fluent,No,No,Rural,0,Fair,True
6010,6011,Male,White,47,25-60,29608,640,335574,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Rural,1,Fair,True
3907,3908,Female,White,41,25-60,170627,639,147558,Self-employed,Bachelor's,Permanent Resident,Fluent,No,No,Historically Redlined,0,Fair,True
6763,6764,Female,White,66,Over 60,168629,639,73163,Full-time,Bachelor's,Citizen,Fluent,No,Yes,High-income Suburban,0,Fair,True
1529,1530,Female,White,60,25-60,40868,639,245740,Full-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban,1,Fair,True
900,901,Male,Hispanic,43,25-60,33470,638,394077,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,1,Fair,True
7737,7738,Female,White,32,25-60,38002,638,438056,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
4961,4962,Female,Black,23,Under 25,153662,637,159585,Self-employed,Graduate,Citizen,Fluent,No,No,Historically Redlined,0,Fair,True
5228,5229,Male,White,40,25-60,161620,637,204899,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
9377,9378,Female,Hispanic,66,Over 60,173120,637,63686,Self-employed,High School,Visa Holder,Fluent,Yes,No,Historically Redlined,0,Fair,True
4820,4821,Male,White,55,25-60,172285,637,329724,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Fair,True
7980,7981,Female,Black,72,Over 60,168397,637,338788,Self-employed,Graduate,Citizen,Limited,No,No,Rural,0,Fair,True
441,442,Male,Hispanic,68,Over 60,157143,637,202141,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
9860,9861,Male,White,76,Over 60,164833,636,119207,Full-time,Bachelor's,Citizen,Fluent,Yes,Yes,Working Class Urban,0,Fair,True
868,869,Male,Black,45,25-60,174405,636,177820,Full-time,Some College,Visa Holder,Fluent,No,No,Historically Redlined,0,Fair,True
6082,6083,Female,White,64,Over 60,167623,636,112444,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Working Class Urban,0,Fair,True
9669,9670,Male,White,75,Over 60,173160,636,253990,Unemployed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
2406,2407,Male,Hispanic,82,Over 60,25105,635,265617,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,1,Fair,True
8054,8055,Female,White,69,Over 60,154459,635,220591,Gig,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
4477,4478,Female,White,33,25-60,171495,635,131178,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
3871,3872,Female,Black,35,25-60,31185,635,316852,Unemployed,High School,Visa Holder,Fluent,No,No,High-income Suburban,1,Fair,True
4405,4406,Male,White,45,25-60,164045,635,371177,Self-employed,Graduate,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
9688,9689,Male,White,67,Over 60,39431,634,439730,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,1,Fair,True
4884,4885,Male,White,68,Over 60,172993,634,290023,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
9425,9426,Male,White,27,25-60,173163,634,429674,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Rural,0,Fair,True
7014,7015,Male,Hispanic,79,Over 60,169135,634,217432,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,0,Fair,True
4576,4577,Female,Black,64,Over 60,40949,634,86871,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
1558,1559,Male,White,49,25-60,28791,633,134534,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Rural,1,Fair,True
7491,7492,Male,White,31,25-60,25709,633,439986,Full-time,Some College,Citizen,Limited,No,No,High-income Suburban,1,Fair,True
554,555,Male,White,29,25-60,30786,633,285533,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,1,Fair,True
9789,9790,Male,Black,55,25-60,36805,633,222020,Self-employed,Some College,Citizen,Fluent,No,No,Working Class Urban,1,Fair,True
9768,9769,Female,White,53,25-60,169894,633,203307,Gig,High School,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
2744,2745,Female,White,31,25-60,160826,632,433765,Part-time,High School,Citizen,Fluent,No,No,Rural,0,Fair,True
4738,4739,Female,Hispanic,42,25-60,174892,632,150409,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,0,Fair,True
8541,8542,Female,White,46,25-60,157031,632,186598,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
9853,9854,Female,Asian,80,Over 60,165081,631,318796,Part-time,High School,Visa Holder,Fluent,No,No,Rural,0,Fair,True
7602,7603,Male,White,32,25-60,159375,630,436769,Gig,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Fair,True
500,501,Female,Multiracial,75,Over 60,39838,630,87654,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional,1,Fair,True
2172,2173,Male,White,67,Over 60,174136,630,405519,Full-time,High School,Citizen,Limited,No,No,High-income Suburban,0,Fair,True
3793,3794,Female,Asian,53,25-60,153987,630,67918,Full-time,Some College,Permanent Resident,Fluent,Yes,No,Urban Professional,0,Fair,True
6689,6690,Male,White,62,Over 60,42850,629,189462,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
2511,2512,Female,Black,78,Over 60,29420,629,87916,Full-time,Bachelor's,Citizen,Limited,No,No,Rural,1,Fair,True
6178,6179,Male,White,22,Under 25,156108,629,275397,Full-time,Graduate,Permanent Resident,Fluent,No,No,Rural,0,Fair,True
8352,8353,Male,White,22,Under 25,167249,629,307749,Part-time,Graduate,Permanent Resident,Fluent,No,No,Working Class Urban,0,Fair,True
3287,3288,Female,White,69,Over 60,165678,629,62406,Full-time,Graduate,Citizen,Fluent,No,No,Rural,0,Fair,True
9117,9118,Female,White,63,Over 60,174826,629,384672,Full-time,Some College,Visa Holder,Fluent,Yes,No,High-income Suburban,0,Fair,True
4747,4748,Male,White,28,25-60,38354,629,425587,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban,1,Fair,True
8804,8805,Male,White,49,25-60,43351,628,211405,Part-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban,1,Fair,True
8069,8070,Non-binary,White,40,25-60,158303,628,195628,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
8796,8797,Female,Black,19,Under 25,161713,627,128773,Self-employed,High School,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
1685,1686,Male,Hispanic,24,Under 25,158080,626,422556,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Rural,0,Fair,True
4811,4812,Male,Hispanic,49,25-60,171865,626,298679,Part-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
7462,7463,Female,Asian,28,25-60,157813,626,74211,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,0,Fair,True
4587,4588,Female,White,38,25-60,168484,625,382124,Part-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
7765,7766,Non-binary,White,67,Over 60,162861,624,144100,Full-time,High School,Citizen,Fluent,No,Yes,Urban Professional,0,Fair,True
2974,2975,Female,Black,60,25-60,33697,624,208963,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,1,Fair,True
1532,1533,Female,White,70,Over 60,157920,624,122279,Full-time,Some College,Citizen,Limited,No,No,Rural,0,Fair,True
2250,2251,Female,White,54,25-60,25846,624,326671,Self-employed,Graduate,Citizen,Fluent,No,No,Urban Professional,1,Fair,True
2970,2971,Female,White,81,Over 60,43810,622,74781,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,1,Fair,True
1864,1865,Female,White,58,25-60,47136,622,176657,Gig,High School,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
3479,3480,Male,White,22,Under 25,165799,622,429691,Full-time,High School,Citizen,Fluent,No,No,Rural,0,Fair,True
642,643,Female,Black,49,25-60,172536,622,93176,Full-time,Graduate,Citizen,Fluent,Yes,No,High-income Suburban,0,Fair,True
4145,4146,Male,Black,71,Over 60,161525,622,155353,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
1744,1745,Male,Black,63,Over 60,162598,622,434162,Full-time,High School,Citizen,Fluent,Yes,No,Rural,0,Fair,True
7213,7214,Male,Multiracial,56,25-60,28612,622,318789,Part-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
7949,7950,Male,White,46,25-60,41837,621,104988,Self-employed,High School,Citizen,Fluent,No,No,Rural,1,Fair,True
4529,4530,Female,White,51,25-60,161362,621,307078,Self-employed,High School,Citizen,Fluent,No,No,Rural,0,Fair,True
1130,1131,Non-binary,Hispanic,71,Over 60,166560,621,51420,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Historically Redlined,0,Fair,True
9957,9958,Male,White,56,25-60,166379,620,195597,Full-time,Graduate,Citizen,Fluent,No,Yes,Rural,0,Fair,True
3228,3229,Male,White,23,Under 25,171260,619,86672,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,0,Fair,True
9113,9114,Male,White,75,Over 60,165091,619,312220,Self-employed,Some College,Citizen,Fluent,No,No,High-income Suburban,0,Fair,True
774,775,Female,White,24,Under 25,25902,619,247688,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,1,Fair,True
2796,2797,Female,White,56,25-60,163481,619,51773,Gig,High School,Citizen,Limited,Yes,No,Historically Redlined,0,Fair,True
1761,1762,Female,Black,54,25-60,46939,618,369012,Full-time,Some College,Permanent Resident,Fluent,Yes,No,Rural,1,Fair,True
